geoid,name,B08134001,"B08134001, Error",B08134002,"B08134002, Error",B08134003,"B08134003, Error",B08134004,"B08134004, Error",B08134005,"B08134005, Error",B08134006,"B08134006, Error",B08134007,"B08134007, Error",B08134008,"B08134008, Error",B08134009,"B08134009, Error",B08134010,"B08134010, Error",B08134011,"B08134011, Error",B08134012,"B08134012, Error",B08134013,"B08134013, Error",B08134014,"B08134014, Error",B08134015,"B08134015, Error",B08134016,"B08134016, Error",B08134017,"B08134017, Error",B08134018,"B08134018, Error",B08134019,"B08134019, Error",B08134020,"B08134020, Error",B08134021,"B08134021, Error",B08134022,"B08134022, Error",B08134023,"B08134023, Error",B08134024,"B08134024, Error",B08134025,"B08134025, Error",B08134026,"B08134026, Error",B08134027,"B08134027, Error",B08134028,"B08134028, Error",B08134029,"B08134029, Error",B08134030,"B08134030, Error",B08134031,"B08134031, Error",B08134032,"B08134032, Error",B08134033,"B08134033, Error",B08134034,"B08134034, Error",B08134035,"B08134035, Error",B08134036,"B08134036, Error",B08134037,"B08134037, Error",B08134038,"B08134038, Error",B08134039,"B08134039, Error",B08134040,"B08134040, Error",B08134041,"B08134041, Error",B08134042,"B08134042, Error",B08134043,"B08134043, Error",B08134044,"B08134044, Error",B08134045,"B08134045, Error",B08134046,"B08134046, Error",B08134047,"B08134047, Error",B08134048,"B08134048, Error",B08134049,"B08134049, Error",B08134050,"B08134050, Error",B08134051,"B08134051, Error",B08134052,"B08134052, Error",B08134053,"B08134053, Error",B08134054,"B08134054, Error",B08134055,"B08134055, Error",B08134056,"B08134056, Error",B08134057,"B08134057, Error",B08134058,"B08134058, Error",B08134059,"B08134059, Error",B08134060,"B08134060, Error",B08134061,"B08134061, Error",B08134062,"B08134062, Error",B08134063,"B08134063, Error",B08134064,"B08134064, Error",B08134065,"B08134065, Error",B08134066,"B08134066, Error",B08134067,"B08134067, Error",B08134068,"B08134068, Error",B08134069,"B08134069, Error",B08134070,"B08134070, Error",B08134071,"B08134071, Error",B08134072,"B08134072, Error",B08134073,"B08134073, Error",B08134074,"B08134074, Error",B08134075,"B08134075, Error",B08134076,"B08134076, Error",B08134077,"B08134077, Error",B08134078,"B08134078, Error",B08134079,"B08134079, Error",B08134080,"B08134080, Error",B08134081,"B08134081, Error",B08134082,"B08134082, Error",B08134083,"B08134083, Error",B08134084,"B08134084, Error",B08134085,"B08134085, Error",B08134086,"B08134086, Error",B08134087,"B08134087, Error",B08134088,"B08134088, Error",B08134089,"B08134089, Error",B08134090,"B08134090, Error",B08134091,"B08134091, Error",B08134092,"B08134092, Error",B08134093,"B08134093, Error",B08134094,"B08134094, Error",B08134095,"B08134095, Error",B08134096,"B08134096, Error",B08134097,"B08134097, Error",B08134098,"B08134098, Error",B08134099,"B08134099, Error",B08134100,"B08134100, Error",B08134101,"B08134101, Error",B08134102,"B08134102, Error",B08134103,"B08134103, Error",B08134104,"B08134104, Error",B08134105,"B08134105, Error",B08134106,"B08134106, Error",B08134107,"B08134107, Error",B08134108,"B08134108, Error",B08134109,"B08134109, Error",B08134110,"B08134110, Error",B08134111,"B08134111, Error",B08134112,"B08134112, Error",B08134113,"B08134113, Error",B08134114,"B08134114, Error",B08134115,"B08134115, Error",B08134116,"B08134116, Error",B08134117,"B08134117, Error",B08134118,"B08134118, Error",B08134119,"B08134119, Error",B08134120,"B08134120, Error"
14000US06073008310,"Census Tract 83.10, San Diego, CA",1955,351,256,153,174,103,274,106,419,158,124,91,497,238,112,68,83,78,16,25,1780,335,203,130,149,97,238,105,404,156,124,91,497,238,81,62,68,74,16,25,1528,269,166,93,122,88,200,98,375,144,124,91,426,175,41,39,58,73,16,25,252,131,37,59,27,34,38,31,29,32,0,17,71,100,40,49,10,15,0,17,174,99,37,59,24,33,34,28,29,32,0,17,0,17,40,49,10,15,0,17,78,100,0,17,3,7,4,9,0,17,0,17,71,100,0,17,0,17,0,17,33,35,0,17,3,7,0,17,15,24,0,17,0,17,15,24,0,17,0,17,33,35,0,17,3,7,0,17,15,24,0,17,0,17,15,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,75,90,53,85,22,34,0,17,0,17,0,17,0,17,0,17,0,17,0,17,67,65,0,17,0,17,36,46,0,17,0,17,0,17,16,27,15,25,0,17
14000US06073008311,"Census Tract 83.11, San Diego, CA",1014,125,82,43,163,70,189,75,304,85,52,37,118,59,51,36,36,31,19,22,975,130,72,39,153,74,189,75,298,84,52,37,108,58,51,36,36,31,16,20,938,144,72,39,153,74,189,75,261,85,52,37,108,58,51,36,36,31,16,20,37,46,0,12,0,12,0,12,37,46,0,12,0,12,0,12,0,12,0,12,37,46,0,12,0,12,0,12,37,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,7,0,12,0,12,0,12,2,7,0,12,0,12,0,12,0,12,3,7,5,7,0,12,0,12,0,12,2,7,0,12,0,12,0,12,0,12,3,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,41,10,15,10,15,0,12,4,6,0,12,10,15,0,12,0,12,0,12
14000US06073008312,"Census Tract 83.12, San Diego, CA",1408,225,359,137,215,89,205,76,242,101,93,60,216,86,29,25,0,12,49,41,1109,202,186,101,199,84,178,70,175,91,85,59,208,87,29,25,0,12,49,41,957,178,118,68,167,76,178,70,164,86,75,57,196,88,29,25,0,12,30,28,152,88,68,75,32,34,0,12,11,17,10,16,12,20,0,12,0,12,19,29,101,87,68,75,21,31,0,12,0,12,0,12,12,20,0,12,0,12,0,12,51,45,0,12,11,17,0,12,11,17,10,16,0,12,0,12,0,12,19,29,51,43,10,16,16,26,0,12,17,22,8,12,0,12,0,12,0,12,0,12,51,43,10,16,16,26,0,12,17,22,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,140,69,91,64,0,12,8,12,41,25,0,12,0,12,0,12,0,12,0,12,108,53,72,51,0,12,19,22,9,14,0,12,8,13,0,12,0,12,0,12
14000US06073008313,"Census Tract 83.13, San Diego, CA",845,126,127,55,178,48,184,48,196,62,35,22,67,32,12,13,5,6,41,27,746,96,103,50,171,46,169,46,177,60,29,20,62,31,7,10,5,6,23,19,703,93,103,50,152,43,149,40,173,59,29,20,62,31,7,10,5,6,23,19,43,32,0,12,19,22,20,23,4,7,0,12,0,12,0,12,0,12,0,12,43,32,0,12,19,22,20,23,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,17,0,12,0,12,0,12,0,12,6,9,5,7,5,7,0,12,0,12,75,46,24,30,7,10,15,13,19,27,0,12,0,12,0,12,0,12,10,14
14000US06073008324,"Census Tract 83.24, San Diego, CA",2920,348,308,134,446,159,510,169,713,217,242,119,488,228,72,59,54,60,87,57,2800,372,292,133,446,159,496,167,675,217,242,119,488,228,56,52,54,60,51,42,2675,375,292,133,446,159,460,155,614,208,242,119,460,229,56,52,54,60,51,42,125,80,0,17,0,17,36,39,61,60,0,17,28,30,0,17,0,17,0,17,107,67,0,17,0,17,36,39,43,50,0,17,28,30,0,17,0,17,0,17,18,27,0,17,0,17,0,17,18,27,0,17,0,17,0,17,0,17,0,17,16,26,0,17,0,17,0,17,0,17,0,17,0,17,16,26,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,26,0,17,0,17,0,17,0,17,0,17,0,17,16,26,0,17,0,17,16,27,16,27,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,88,66,0,17,0,17,14,23,38,50,0,17,0,17,0,17,0,17,36,40
14000US06073008327,"Census Tract 83.27, San Diego, CA",2512,318,299,141,272,116,586,222,699,229,233,120,304,114,60,74,23,28,36,44,2280,295,231,98,209,89,507,200,699,229,224,118,304,114,60,74,23,28,23,38,2086,277,231,98,202,89,376,147,692,230,209,112,270,108,60,74,23,28,23,38,194,160,0,17,7,12,131,149,7,13,15,24,34,51,0,17,0,17,0,17,137,140,0,17,0,17,81,130,7,13,15,24,34,51,0,17,0,17,0,17,57,81,0,17,7,12,50,80,0,17,0,17,0,17,0,17,0,17,0,17,13,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,13,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,13,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,13,22,117,83,68,84,49,77,0,17,0,17,0,17,0,17,0,17,0,17,0,17,102,125,0,17,14,21,79,124,0,17,9,15,0,17,0,17,0,17,0,17
14000US06073008328,"Census Tract 83.28, San Diego, CA",2187,193,152,72,286,98,392,107,586,130,235,89,361,104,53,40,52,45,70,51,2098,195,112,62,286,98,371,105,586,130,235,89,353,102,53,40,52,45,50,40,1784,173,78,48,235,87,322,94,546,119,212,80,271,87,30,21,40,41,50,40,314,132,34,37,51,84,49,54,40,59,23,25,82,59,23,35,12,18,0,17,285,125,34,37,51,84,49,54,40,59,23,25,53,39,23,35,12,18,0,17,29,46,0,17,0,17,0,17,0,17,0,17,29,46,0,17,0,17,0,17,12,18,12,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,18,12,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,28,33,28,33,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,49,41,0,17,0,17,21,19,0,17,0,17,8,12,0,17,0,17,20,32
14000US06073008329,"Census Tract 83.29, San Diego, CA",3320,352,410,199,486,149,813,218,848,200,237,112,313,127,144,81,14,23,55,65,3113,342,332,140,472,149,813,218,848,200,237,112,293,122,118,76,0,17,0,17,2918,335,295,139,428,149,740,209,833,203,222,109,293,122,107,73,0,17,0,17,195,119,37,55,44,52,73,90,15,23,15,25,0,17,11,19,0,17,0,17,175,113,37,55,44,52,53,85,15,23,15,25,0,17,11,19,0,17,0,17,20,33,0,17,0,17,20,33,0,17,0,17,0,17,0,17,0,17,0,17,29,33,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,23,15,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,29,33,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,23,15,23,118,99,78,92,14,23,0,17,0,17,0,17,0,17,26,31,0,17,0,17,60,70,0,17,0,17,0,17,0,17,0,17,20,32,0,17,0,17,40,62
14000US06073008330,"Census Tract 83.30, San Diego, CA",2057,257,89,69,238,108,513,175,621,151,203,97,245,123,46,48,40,61,62,43,2000,258,78,67,238,108,507,175,607,152,203,97,245,123,34,34,40,61,48,36,1953,248,78,67,211,97,507,175,587,146,203,97,245,123,34,34,40,61,48,36,47,54,0,17,27,45,0,17,20,29,0,17,0,17,0,17,0,17,0,17,47,54,0,17,27,45,0,17,20,29,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,23,11,18,11,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,32,32,0,17,0,17,6,11,14,22,0,17,0,17,12,20,0,17,0,17
14000US06073008331,"Census Tract 83.31, San Diego, CA",1178,97,95,40,173,60,271,65,278,72,108,38,142,45,49,27,42,29,20,19,1132,97,95,40,167,62,271,65,263,71,108,38,138,45,49,27,33,25,8,13,1105,99,95,40,167,62,268,65,251,71,108,38,133,44,49,27,26,23,8,13,27,15,0,12,0,12,3,5,12,12,0,12,5,8,0,12,7,10,0,12,7,7,0,12,0,12,3,5,4,6,0,12,0,12,0,12,0,12,0,12,20,13,0,12,0,12,0,12,8,11,0,12,5,8,0,12,7,10,0,12,4,8,0,12,0,12,0,12,0,12,0,12,4,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,8,0,12,0,12,0,12,0,12,0,12,4,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,27,0,12,6,9,0,12,15,22,0,12,0,12,0,12,9,13,12,13
14000US06073008333,"Census Tract 83.33, San Diego, CA",6133,651,520,278,964,298,1261,307,1380,356,531,222,670,269,429,231,271,189,107,94,5699,636,358,220,964,298,1261,307,1310,339,531,222,643,267,368,217,190,134,74,77,5219,595,315,201,861,273,1170,320,1200,327,499,208,542,223,368,217,190,134,74,77,480,377,43,97,103,103,91,97,110,89,32,73,101,144,0,19,0,19,0,19,393,365,43,97,69,89,91,97,81,74,32,73,77,132,0,19,0,19,0,19,87,81,0,19,34,54,0,19,29,46,0,19,24,41,0,19,0,19,0,19,202,157,0,19,0,19,0,19,0,19,0,19,27,42,61,71,81,94,33,54,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,202,157,0,19,0,19,0,19,0,19,0,19,27,42,61,71,81,94,33,54,200,176,162,168,0,19,0,19,38,61,0,19,0,19,0,19,0,19,0,19,32,51,0,19,0,19,0,19,32,51,0,19,0,19,0,19,0,19,0,19
14000US06073008335,"Census Tract 83.35, San Diego, CA",4529,380,99,78,336,135,671,194,849,199,548,176,1261,269,298,156,331,149,136,101,4277,410,88,75,296,131,657,196,797,197,501,161,1191,261,298,156,331,149,118,97,3749,438,82,74,225,110,569,177,705,201,325,110,1163,262,271,146,312,140,97,82,528,211,6,14,71,74,88,83,92,67,176,122,28,34,27,33,19,29,21,32,385,184,6,14,15,25,88,83,83,65,129,110,16,27,27,33,0,17,21,32,143,112,0,17,56,70,0,17,9,17,47,60,12,22,0,17,19,29,0,17,125,92,0,17,17,27,0,17,38,59,0,17,70,67,0,17,0,17,0,17,125,92,0,17,17,27,0,17,38,59,0,17,70,67,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,11,18,11,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,116,87,0,17,23,36,14,24,14,22,47,71,0,17,0,17,0,17,18,29
14000US06073008336,"Census Tract 83.36, San Diego, CA",1124,120,111,46,98,45,169,52,205,51,161,54,244,85,74,36,43,19,19,16,1111,119,111,46,98,45,169,52,205,51,161,54,239,84,74,36,43,19,11,12,926,108,83,39,63,30,144,51,181,50,146,54,199,80,68,35,31,17,11,12,185,68,28,28,35,38,25,20,24,17,15,13,40,21,6,10,12,9,0,12,124,42,0,12,6,8,25,20,20,20,15,13,40,21,6,10,12,9,0,12,61,65,28,28,29,35,0,12,4,9,0,12,0,12,0,12,0,12,0,12,8,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,11,8,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,8,0,12,0,12,0,12,0,12,0,12,5,8,0,12,0,12,0,12
14000US06073008337,"Census Tract 83.37, San Diego, CA",2143,214,45,35,275,101,437,103,501,123,249,95,390,117,87,47,136,67,23,26,2087,217,37,33,275,101,437,103,475,119,243,93,390,117,79,44,136,67,15,23,1972,228,30,32,266,98,399,96,468,119,229,91,369,115,72,43,124,59,15,23,115,60,7,10,9,14,38,34,7,12,14,18,21,23,7,11,12,18,0,12,108,59,7,10,9,14,38,34,7,12,14,18,21,23,0,12,12,18,0,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,16,18,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,8,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,8,13,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,30,0,12,0,12,0,12,26,25,6,9,0,12,0,12,0,12,0,12
14000US06073008339,"Census Tract 83.39, San Diego, CA",1156,186,120,43,279,108,289,81,190,69,27,24,164,75,45,28,31,41,11,13,872,148,90,41,216,95,200,69,154,62,20,18,116,68,34,24,31,41,11,13,766,141,83,40,172,73,179,61,142,61,20,18,109,70,24,21,31,41,6,9,106,69,7,10,44,62,21,22,12,13,0,12,7,10,10,12,0,12,5,8,79,66,7,10,39,61,14,21,12,13,0,12,7,10,0,12,0,12,0,12,27,19,0,12,5,8,7,9,0,12,0,12,0,12,10,12,0,12,5,8,93,55,0,12,4,6,33,36,4,6,0,12,43,41,9,12,0,12,0,12,93,55,0,12,4,6,33,36,4,6,0,12,43,41,9,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,73,52,19,14,0,12,27,33,18,29,7,11,0,12,2,4,0,12,0,12,118,64,11,13,59,46,29,35,14,15,0,12,5,8,0,12,0,12,0,12
14000US06073008340,"Census Tract 83.40, San Diego, CA",4777,671,406,198,722,232,1119,363,1098,371,504,268,364,180,413,230,92,85,59,60,4366,630,384,198,650,225,1088,365,1083,370,488,267,259,161,333,232,58,64,23,37,3863,563,384,198,573,215,854,380,911,329,488,267,259,161,313,235,58,64,23,37,503,411,0,17,77,95,234,226,172,197,0,17,0,17,20,32,0,17,0,17,432,399,0,17,77,95,163,199,172,197,0,17,0,17,20,32,0,17,0,17,71,112,0,17,0,17,71,112,0,17,0,17,0,17,0,17,0,17,0,17,259,153,0,17,36,59,0,17,0,17,0,17,105,102,66,103,34,56,18,31,259,153,0,17,36,59,0,17,0,17,0,17,105,102,66,103,34,56,18,31,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,52,62,22,36,0,17,0,17,0,17,16,29,0,17,14,35,0,17,0,17,100,98,0,17,36,58,31,41,15,35,0,17,0,17,0,17,0,17,18,31
14000US06073008341,"Census Tract 83.41, San Diego, CA",3415,496,246,139,857,198,775,223,768,241,106,84,351,154,95,71,38,61,179,138,2878,479,198,132,709,194,672,201,607,211,89,67,339,155,64,57,38,61,162,134,2540,433,184,131,693,195,562,181,487,176,89,67,261,128,64,57,38,61,162,134,338,212,14,21,16,26,110,100,120,145,0,17,78,89,0,17,0,17,0,17,322,208,14,21,0,17,110,100,120,145,0,17,78,89,0,17,0,17,0,17,16,26,0,17,16,26,0,17,0,17,0,17,0,17,0,17,0,17,0,17,316,126,0,17,73,78,73,51,93,76,17,28,12,18,31,35,0,17,17,27,316,126,0,17,73,78,73,51,93,76,17,28,12,18,31,35,0,17,17,27,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,201,124,41,49,75,79,17,26,68,63,0,17,0,17,0,17,0,17,0,17,20,26,7,17,0,17,13,21,0,17,0,17,0,17,0,17,0,17,0,17
14000US06073008343,"Census Tract 83.43, San Diego, CA",2730,408,409,233,601,225,527,148,439,125,148,77,397,131,113,56,90,62,6,10,2213,404,392,230,542,201,434,131,336,109,141,76,247,130,102,55,13,14,6,10,2080,366,382,222,506,198,390,122,336,109,135,73,218,114,102,55,5,9,6,10,133,88,10,20,36,30,44,42,0,17,6,11,29,35,0,17,8,12,0,17,133,88,10,20,36,30,44,42,0,17,6,11,29,35,0,17,8,12,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,311,123,0,17,9,14,33,39,76,59,7,12,98,78,11,16,77,62,0,17,311,123,0,17,9,14,33,39,76,59,7,12,98,78,11,16,77,62,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,76,61,8,14,18,28,26,28,0,17,0,17,24,26,0,17,0,17,0,17,130,76,9,14,32,52,34,27,27,26,0,17,28,33,0,17,0,17,0,17
14000US06073008344,"Census Tract 83.44, San Diego, CA",1458,212,119,60,308,140,374,109,336,126,134,63,108,45,38,26,27,25,14,18,1433,216,119,60,308,140,374,109,319,126,126,61,108,45,38,26,27,25,14,18,1246,196,100,51,289,138,301,93,287,124,108,60,98,43,30,23,19,21,14,18,187,79,19,31,19,20,73,65,32,26,18,19,10,15,8,13,8,14,0,12,163,78,19,31,10,14,73,65,25,23,18,19,10,15,8,13,0,12,0,12,24,22,0,12,9,14,0,12,7,11,0,12,0,12,0,12,8,14,0,12,2,5,0,12,0,12,0,12,2,5,0,12,0,12,0,12,0,12,0,12,2,5,0,12,0,12,0,12,2,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,27,0,12,0,12,0,12,15,23,8,13,0,12,0,12,0,12,0,12
14000US06073008345,"Census Tract 83.45, San Diego, CA",1882,340,119,64,409,124,486,116,512,239,54,42,108,63,36,29,32,31,126,126,1562,210,111,63,388,122,479,116,352,109,54,42,88,58,25,23,25,29,40,35,1380,206,111,63,388,122,386,108,313,104,54,42,44,34,19,21,25,29,40,35,182,94,0,12,0,12,93,76,39,38,0,12,44,45,6,10,0,12,0,12,172,96,0,12,0,12,83,74,39,38,0,12,44,45,6,10,0,12,0,12,10,16,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,249,210,0,12,0,12,0,12,144,180,0,12,20,22,0,12,7,11,78,121,242,210,0,12,0,12,0,12,144,180,0,12,20,22,0,12,0,12,78,121,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,16,25,0,12,0,12,0,12,16,25,0,12,0,12,0,12,0,12,0,12,55,40,8,12,21,23,7,11,0,12,0,12,0,12,11,17,0,12,8,13
14000US06073008346,"Census Tract 83.46, San Diego, CA",2833,256,255,109,416,120,651,143,482,117,276,112,499,155,133,65,46,34,75,40,2718,250,225,109,416,120,615,143,464,111,276,112,499,155,123,62,37,31,63,39,2402,260,195,101,396,114,543,141,407,99,170,63,468,154,123,62,37,31,63,39,316,136,30,35,20,21,72,42,57,45,106,104,31,25,0,17,0,17,0,17,252,107,17,29,10,16,72,42,44,40,78,67,31,25,0,17,0,17,0,17,64,51,13,20,10,14,0,17,13,20,28,40,0,17,0,17,0,17,0,17,10,15,0,17,0,17,0,17,0,17,0,17,0,17,10,15,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,10,15,0,17,0,17,0,17,0,17,0,17,0,17,10,15,0,17,0,17,46,35,30,29,0,17,16,19,0,17,0,17,0,17,0,17,0,17,0,17,59,48,0,17,0,17,20,22,18,23,0,17,0,17,0,17,9,14,12,14
14000US06073008347,"Census Tract 83.47, San Diego, CA",3489,269,103,63,396,154,831,188,685,174,288,131,838,225,220,110,91,47,37,31,3420,261,85,60,396,154,831,188,685,174,288,131,804,223,208,110,91,47,32,30,3102,281,85,60,344,128,812,186,631,172,215,103,684,213,208,110,91,47,32,30,318,124,0,17,52,53,19,25,54,53,73,60,120,76,0,17,0,17,0,17,249,108,0,17,52,53,9,18,54,53,34,40,100,73,0,17,0,17,0,17,69,59,0,17,0,17,10,16,0,17,39,37,20,23,0,17,0,17,0,17,26,23,0,17,0,17,0,17,0,17,0,17,9,14,12,18,0,17,5,8,21,23,0,17,0,17,0,17,0,17,0,17,9,14,12,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,5,8,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,5,8,6,10,6,10,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,37,31,12,19,0,17,0,17,0,17,0,17,25,23,0,17,0,17,0,17
14000US06073008348,"Census Tract 83.48, San Diego, CA",2898,294,206,92,417,116,641,176,490,179,275,108,513,163,168,89,86,64,102,68,2712,262,197,93,401,118,511,159,490,179,275,108,513,163,168,89,66,61,91,66,2512,232,197,93,363,117,487,156,471,159,259,103,481,155,153,90,33,32,68,61,200,98,0,17,38,35,24,36,19,31,16,20,32,35,15,17,33,42,23,27,139,83,0,17,34,34,24,36,19,31,16,20,32,35,6,10,0,17,8,12,61,46,0,17,4,9,0,17,0,17,0,17,0,17,9,14,33,42,15,24,31,28,0,17,0,17,0,17,0,17,0,17,0,17,0,17,20,24,11,14,31,28,0,17,0,17,0,17,0,17,0,17,0,17,0,17,20,24,11,14,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,130,103,9,13,16,26,105,108,0,17,0,17,0,17,0,17,0,17,0,17,25,26,0,17,0,17,25,26,0,17,0,17,0,17,0,17,0,17,0,17
14000US06073008349,"Census Tract 83.49, San Diego, CA",1953,172,182,101,372,105,382,108,410,120,38,39,297,97,118,62,124,66,30,46,1875,179,167,93,372,105,382,108,410,120,38,39,275,97,118,62,113,64,0,12,1707,191,167,93,357,107,318,102,385,125,38,39,241,95,94,57,107,64,0,12,168,93,0,12,15,25,64,49,25,26,0,12,34,33,24,39,6,11,0,12,113,63,0,12,15,25,39,36,25,26,0,12,34,33,0,12,0,12,0,12,55,62,0,12,0,12,25,31,0,12,0,12,0,12,24,39,6,11,0,12,50,56,0,12,0,12,0,12,0,12,0,12,9,14,0,12,11,17,30,46,50,56,0,12,0,12,0,12,0,12,0,12,9,14,0,12,11,17,30,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,0,12,0,12,0,12,0,12,0,12,13,20,0,12,0,12,0,12,15,21,15,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
